session_id,user_id,session_start,session_end,session_duration_min,device,region,channel,product_category,revenue,bounce_flag,max_funnel_stage
SES00412,USR00412,"2025-10-08 04:31:01","2025-10-08 04:33:01",2,Desktop,North,Organic,Beauty,0.00,Yes,Browse
SES00413,USR00413,"2025-10-18 00:56:26","2025-10-18 01:05:26",9,Tablet,East,"Google Ads",Sports,452.98,No,Purchase
SES00414,USR00414,"2025-10-24 12:57:22","2025-10-24 12:57:22",0,Tablet,West,Organic,Home,0.00,Yes,Browse
SES00415,USR00415,"2025-10-07 05:46:54","2025-10-07 05:46:54",0,Desktop,North,Organic,Fashion,0.00,Yes,Browse
SES00416,USR00416,"2025-10-05 01:39:03","2025-10-05 01:41:03",2,Desktop,East,Email,Home,0.00,Yes,Browse
SES00417,USR00417,"2025-10-26 02:37:15","2025-10-26 02:37:15",0,Desktop,East,"Social Media",Home,0.00,Yes,Browse
SES00418,USR00418,"2025-10-02 09:42:43","2025-10-02 09:42:43",0,Desktop,East,Organic,Home,0.00,Yes,Browse
SES00419,USR00419,"2025-10-01 21:39:41","2025-10-01 21:43:41",4,Desktop,South,"Google Ads",Electronics,0.00,Yes,Browse
SES00420,USR00420,"2025-10-16 21:54:15","2025-10-16 21:59:15",5,Mobile,North,Email,Fashion,0.00,Yes,Checkout
SES00421,USR00421,"2025-10-09 15:38:00","2025-10-09 15:43:00",5,Mobile,East,"Google Ads",Beauty,0.00,Yes,Browse
SES00422,USR00422,"2025-10-28 13:35:50","2025-10-28 13:40:50",5,Tablet,East,Email,Fashion,0.00,Yes,Browse
SES00423,USR00423,"2025-10-26 19:28:46","2025-10-26 19:28:46",0,Desktop,East,"Google Ads",Fashion,0.00,Yes,Browse
SES00424,USR00424,"2025-10-06 15:29:37","2025-10-06 15:34:37",5,Desktop,North,"Google Ads",Sports,0.00,Yes,Checkout
SES00425,USR00425,"2025-10-25 02:50:36","2025-10-25 02:55:36",5,Mobile,South,"Social Media",Sports,0.00,Yes,Browse
SES00426,USR00426,"2025-10-12 14:55:01","2025-10-12 14:57:01",2,Mobile,West,Organic,Beauty,0.00,Yes,Browse
SES00427,USR00427,"2025-10-12 16:14:48","2025-10-12 16:22:48",8,Tablet,East,Organic,Home,0.00,Yes,Checkout
SES00428,USR00428,"2025-10-02 08:34:58","2025-10-02 08:34:58",0,Mobile,West,Organic,Beauty,0.00,Yes,Browse
SES00429,USR00429,"2025-10-30 01:28:12","2025-10-30 01:28:12",0,Tablet,West,Email,Beauty,0.00,Yes,Browse
SES00430,USR00430,"2025-10-28 23:54:47","2025-10-28 23:57:47",3,Mobile,North,Organic,Fashion,0.00,Yes,Browse
SES00431,USR00431,"2025-10-13 05:00:10","2025-10-13 05:04:10",4,Desktop,East,"Social Media",Electronics,0.00,Yes,Browse
SES00432,USR00432,"2025-10-11 22:55:02","2025-10-11 23:02:02",7,Mobile,West,Organic,Electronics,0.00,Yes,Checkout
SES00433,USR00433,"2025-10-26 02:07:39","2025-10-26 02:16:39",9,Desktop,West,Organic,Fashion,1449.23,No,Purchase
SES00434,USR00434,"2025-10-20 06:30:38","2025-10-20 06:30:38",0,Mobile,South,Email,Sports,0.00,Yes,Browse
SES00435,USR00435,"2025-10-08 09:54:34","2025-10-08 09:56:34",2,Desktop,South,"Social Media",Electronics,0.00,Yes,Browse
SES00436,USR00436,"2025-10-17 13:05:56","2025-10-17 13:08:56",3,Mobile,West,Email,Fashion,0.00,Yes,Browse
SES00437,USR00437,"2025-10-15 14:08:55","2025-10-15 14:18:55",10,Desktop,West,"Social Media",Home,1484.57,No,Purchase
SES00438,USR00438,"2025-10-30 05:08:49","2025-10-30 05:12:49",4,Tablet,West,"Google Ads",Sports,0.00,Yes,Browse
SES00439,USR00439,"2025-10-19 12:56:40","2025-10-19 13:06:40",10,Mobile,North,"Social Media",Fashion,1889.36,No,Purchase
SES00440,USR00440,"2025-10-11 10:59:41","2025-10-11 11:07:41",8,Mobile,North,Email,Sports,0.00,Yes,Checkout
SES00441,USR00441,"2025-10-17 11:18:42","2025-10-17 11:22:42",4,Mobile,East,"Social Media",Fashion,0.00,Yes,Browse
SES00442,USR00442,"2025-10-21 02:56:08","2025-10-21 02:59:08",3,Desktop,East,"Google Ads",Sports,0.00,Yes,Browse
SES00443,USR00443,"2025-10-22 19:23:44","2025-10-22 19:23:44",0,Tablet,East,"Google Ads",Electronics,0.00,Yes,Browse
SES00444,USR00444,"2025-10-25 04:29:40","2025-10-25 04:34:40",5,Mobile,South,Email,Fashion,0.00,Yes,Browse
SES00445,USR00445,"2025-10-07 14:20:21","2025-10-07 14:27:21",7,Tablet,North,"Google Ads",Beauty,0.00,Yes,Checkout
SES00446,USR00446,"2025-10-19 02:17:11","2025-10-19 02:17:11",0,Tablet,North,"Social Media",Sports,0.00,Yes,Browse
SES00447,USR00447,"2025-10-17 07:09:07","2025-10-17 07:09:07",0,Desktop,South,"Social Media",Home,0.00,Yes,Browse
SES00448,USR00448,"2025-10-11 16:58:57","2025-10-11 17:05:57",7,Tablet,North,Organic,Sports,0.00,Yes,Checkout
SES00449,USR00449,"2025-10-11 11:37:50","2025-10-11 11:45:50",8,Desktop,West,"Social Media",Beauty,0.00,Yes,Checkout
SES00450,USR00450,"2025-10-29 05:17:51","2025-10-29 05:24:51",7,Tablet,South,Organic,Home,0.00,Yes,Checkout
SES00451,USR00451,"2025-10-25 08:51:54","2025-10-25 08:51:54",0,Desktop,South,"Social Media",Fashion,0.00,Yes,Browse
SES00452,USR00452,"2025-10-05 10:44:55","2025-10-05 10:44:55",0,Mobile,East,Email,Home,0.00,Yes,Browse
SES00453,USR00453,"2025-10-24 10:57:40","2025-10-24 10:57:40",0,Desktop,North,Email,Sports,0.00,Yes,Browse
SES00454,USR00454,"2025-10-26 10:35:04","2025-10-26 10:40:04",5,Tablet,West,Email,Sports,0.00,Yes,Checkout
SES00455,USR00455,"2025-10-14 23:33:11","2025-10-14 23:40:11",7,Desktop,South,"Social Media",Beauty,0.00,Yes,Checkout
SES00456,USR00456,"2025-10-30 20:19:41","2025-10-30 20:26:41",7,Desktop,North,Organic,Sports,1779.84,No,Purchase
SES00457,USR00457,"2025-10-14 05:06:21","2025-10-14 05:13:21",7,Desktop,East,Email,Home,0.00,Yes,Checkout
SES00458,USR00458,"2025-10-23 04:12:56","2025-10-23 04:16:56",4,Tablet,South,"Google Ads",Sports,0.00,Yes,Browse
SES00459,USR00459,"2025-10-28 01:36:14","2025-10-28 01:39:14",3,Mobile,East,"Google Ads",Electronics,0.00,Yes,Browse
SES00460,USR00460,"2025-10-10 07:37:30","2025-10-10 07:42:30",5,Mobile,North,Email,Fashion,0.00,Yes,Browse
SES00461,USR00461,"2025-10-21 05:59:21","2025-10-21 06:01:21",2,Tablet,North,Organic,Beauty,0.00,Yes,Browse
SES00462,USR00462,"2025-10-25 14:47:53","2025-10-25 14:54:53",7,Tablet,West,Email,Beauty,0.00,Yes,Checkout
SES00463,USR00463,"2025-10-20 14:25:43","2025-10-20 14:32:43",7,Desktop,South,Email,Beauty,0.00,Yes,Checkout
SES00464,USR00464,"2025-10-26 06:02:56","2025-10-26 06:02:56",0,Mobile,South,Email,Beauty,0.00,Yes,Browse
SES00465,USR00465,"2025-10-27 16:24:27","2025-10-27 16:24:27",0,Tablet,North,Email,Fashion,0.00,Yes,Browse
SES00466,USR00466,"2025-10-02 19:38:42","2025-10-02 19:38:42",0,Desktop,North,Organic,Home,0.00,Yes,Browse
SES00467,USR00467,"2025-10-18 09:53:13","2025-10-18 09:53:13",0,Tablet,East,"Google Ads",Home,0.00,Yes,Browse
SES00468,USR00468,"2025-10-29 00:41:23","2025-10-29 00:45:23",4,Tablet,South,Organic,Fashion,0.00,Yes,Browse
SES00469,USR00469,"2025-10-14 23:38:42","2025-10-14 23:45:42",7,Desktop,West,Email,Home,0.00,Yes,Checkout
SES00470,USR00470,"2025-10-10 04:12:22","2025-10-10 04:12:22",0,Mobile,East,"Google Ads",Home,0.00,Yes,Browse
SES00471,USR00471,"2025-10-02 17:46:44","2025-10-02 17:56:44",10,Tablet,East,Email,Sports,314.86,No,Purchase
SES00472,USR00472,"2025-10-21 16:55:53","2025-10-21 16:58:53",3,Tablet,East,"Social Media",Beauty,0.00,Yes,Browse
SES00473,USR00473,"2025-10-23 06:52:26","2025-10-23 06:52:26",0,Mobile,North,"Google Ads",Home,0.00,Yes,Browse
SES00474,USR00474,"2025-10-08 14:38:22","2025-10-08 14:38:22",0,Desktop,West,"Google Ads",Sports,0.00,Yes,Browse
SES00475,USR00475,"2025-10-14 21:47:55","2025-10-14 21:47:55",0,Tablet,East,"Google Ads",Electronics,0.00,Yes,Browse
SES00476,USR00476,"2025-10-28 08:23:30","2025-10-28 08:27:30",4,Tablet,East,"Google Ads",Home,0.00,Yes,Checkout
SES00477,USR00477,"2025-10-30 04:01:39","2025-10-30 04:05:39",4,Mobile,North,"Social Media",Sports,0.00,Yes,Browse
SES00478,USR00478,"2025-10-18 11:31:56","2025-10-18 11:38:56",7,Tablet,East,Email,Beauty,0.00,Yes,Checkout
SES00479,USR00479,"2025-10-24 01:01:07","2025-10-24 01:05:07",4,Tablet,West,Email,Electronics,0.00,Yes,Checkout
SES00480,USR00480,"2025-10-25 09:54:04","2025-10-25 09:58:04",4,Desktop,East,Organic,Sports,0.00,Yes,Browse
SES00481,USR00481,"2025-10-13 23:38:25","2025-10-13 23:38:25",0,Mobile,North,Email,Electronics,0.00,Yes,Browse
SES00482,USR00482,"2025-10-29 18:39:33","2025-10-29 18:39:33",0,Tablet,North,"Google Ads",Electronics,0.00,Yes,Browse
SES00483,USR00483,"2025-10-20 09:30:49","2025-10-20 09:35:49",5,Desktop,East,"Social Media",Beauty,0.00,Yes,Browse
SES00484,USR00484,"2025-10-05 08:16:04","2025-10-05 08:24:04",8,Tablet,North,Email,Beauty,0.00,Yes,Checkout
SES00485,USR00485,"2025-10-25 02:13:00","2025-10-25 02:16:00",3,Mobile,West,"Google Ads",Sports,0.00,Yes,Browse
SES00486,USR00486,"2025-10-05 19:20:46","2025-10-05 19:23:46",3,Tablet,East,Organic,Electronics,0.00,Yes,Browse
SES00487,USR00487,"2025-10-14 01:25:36","2025-10-14 01:25:36",0,Mobile,North,Organic,Home,0.00,Yes,Browse
SES00488,USR00488,"2025-10-18 10:27:38","2025-10-18 10:31:38",4,Tablet,North,Organic,Sports,0.00,Yes,Browse
SES00489,USR00489,"2025-10-12 06:41:36","2025-10-12 06:48:36",7,Desktop,North,Organic,Electronics,0.00,Yes,Checkout
SES00490,USR00490,"2025-10-22 08:25:03","2025-10-22 08:34:03",9,Desktop,North,"Social Media",Beauty,0.00,Yes,Checkout
SES00491,USR00491,"2025-10-15 23:48:43","2025-10-15 23:52:43",4,Desktop,East,Organic,Home,0.00,Yes,Browse
SES00492,USR00492,"2025-10-20 21:28:41","2025-10-20 21:28:41",0,Desktop,South,"Google Ads",Beauty,0.00,Yes,Browse
SES00493,USR00493,"2025-10-23 17:06:14","2025-10-23 17:14:14",8,Desktop,West,Organic,Beauty,0.00,Yes,Checkout
SES00494,USR00494,"2025-10-11 19:52:16","2025-10-11 20:00:16",8,Tablet,North,"Google Ads",Fashion,0.00,Yes,Checkout
SES00495,USR00495,"2025-10-21 20:14:08","2025-10-21 20:26:08",12,Desktop,North,Email,Electronics,1223.52,No,Purchase
SES00496,USR00496,"2025-10-27 11:20:45","2025-10-27 11:23:45",3,Mobile,West,"Social Media",Fashion,0.00,Yes,Browse
SES00497,USR00497,"2025-10-13 08:10:41","2025-10-13 08:12:41",2,Desktop,North,"Google Ads",Fashion,0.00,Yes,Browse
SES00498,USR00498,"2025-10-30 12:59:51","2025-10-30 13:12:51",13,Desktop,North,"Social Media",Electronics,507.78,No,Purchase
SES00499,USR00499,"2025-10-16 20:31:08","2025-10-16 20:41:08",10,Tablet,East,Email,Beauty,0.00,Yes,Checkout
SES00500,USR00500,"2025-10-08 11:28:01","2025-10-08 11:37:01",9,Mobile,West,Organic,Sports,0.00,Yes,Checkout
SES00501,USR00501,"2025-10-14 07:19:10","2025-10-14 07:21:10",2,Desktop,North,Email,Sports,0.00,Yes,Browse
SES00502,USR00502,"2025-10-04 00:57:51","2025-10-04 00:57:51",0,Mobile,West,"Google Ads",Home,0.00,Yes,Browse
SES00503,USR00503,"2025-10-21 04:48:03","2025-10-21 04:51:03",3,Tablet,West,Organic,Electronics,0.00,Yes,Browse
SES00504,USR00504,"2025-10-22 13:16:57","2025-10-22 13:16:57",0,Tablet,East,Email,Home,0.00,Yes,Browse
SES00505,USR00505,"2025-10-12 19:35:32","2025-10-12 19:41:32",6,Desktop,South,Email,Fashion,0.00,Yes,Checkout
SES00506,USR00506,"2025-10-07 09:09:19","2025-10-07 09:18:19",9,Tablet,East,Email,Sports,0.00,Yes,Checkout
SES00507,USR00507,"2025-10-21 17:47:47","2025-10-21 17:54:47",7,Mobile,East,"Google Ads",Sports,0.00,Yes,Checkout
SES00508,USR00508,"2025-10-22 09:38:22","2025-10-22 09:42:22",4,Tablet,West,Organic,Home,0.00,Yes,Browse
SES00509,USR00509,"2025-10-15 13:50:04","2025-10-15 14:00:04",10,Mobile,East,"Social Media",Sports,1058.69,No,Purchase
SES00510,USR00510,"2025-10-05 10:45:32","2025-10-05 10:51:32",6,Desktop,South,"Social Media",Beauty,0.00,Yes,Checkout
SES00511,USR00511,"2025-10-12 04:50:07","2025-10-12 05:04:07",14,Desktop,South,Organic,Electronics,1305.54,No,Purchase
SES00512,USR00512,"2025-10-18 09:28:03","2025-10-18 09:28:03",0,Mobile,East,Organic,Electronics,0.00,Yes,Browse
SES00513,USR00513,"2025-10-11 12:01:31","2025-10-11 12:01:31",0,Mobile,East,"Google Ads",Fashion,0.00,Yes,Browse
SES00514,USR00514,"2025-10-29 14:20:43","2025-10-29 14:20:43",0,Tablet,South,"Social Media",Sports,0.00,Yes,Browse
SES00515,USR00515,"2025-10-31 06:35:30","2025-10-31 06:37:30",2,Desktop,West,"Social Media",Beauty,0.00,Yes,Browse
SES00516,USR00516,"2025-10-17 12:45:23","2025-10-17 12:49:23",4,Mobile,South,"Social Media",Home,0.00,Yes,Browse
SES00517,USR00517,"2025-10-05 21:59:26","2025-10-05 22:04:26",5,Desktop,West,"Social Media",Beauty,0.00,Yes,Browse
SES00518,USR00518,"2025-10-28 14:00:08","2025-10-28 14:12:08",12,Mobile,East,"Google Ads",Fashion,1342.06,No,Purchase
SES00519,USR00519,"2025-10-19 05:46:20","2025-10-19 05:46:20",0,Mobile,South,"Social Media",Sports,0.00,Yes,Browse
SES00520,USR00520,"2025-10-24 08:58:32","2025-10-24 09:03:32",5,Desktop,South,Email,Fashion,0.00,Yes,Browse
SES00521,USR00521,"2025-10-29 18:27:11","2025-10-29 18:32:11",5,Desktop,East,"Social Media",Beauty,0.00,Yes,Browse
SES00522,USR00522,"2025-10-16 18:00:25","2025-10-16 18:09:25",9,Mobile,North,"Google Ads",Sports,469.08,No,Purchase
SES00523,USR00523,"2025-10-30 12:11:10","2025-10-30 12:15:10",4,Tablet,West,Email,Fashion,0.00,Yes,Browse
SES00524,USR00524,"2025-10-05 01:55:23","2025-10-05 01:57:23",2,Mobile,West,Email,Electronics,0.00,Yes,Browse
SES00525,USR00525,"2025-10-21 18:39:48","2025-10-21 18:39:48",0,Tablet,West,Email,Electronics,0.00,Yes,Browse
SES00526,USR00526,"2025-10-30 22:31:41","2025-10-30 22:37:41",6,Mobile,North,Organic,Sports,0.00,Yes,Checkout
SES00527,USR00527,"2025-10-14 22:03:40","2025-10-14 22:03:40",0,Tablet,North,"Social Media",Fashion,0.00,Yes,Browse
SES00528,USR00528,"2025-10-25 03:14:03","2025-10-25 03:14:03",0,Desktop,South,Organic,Home,0.00,Yes,Browse
SES00529,USR00529,"2025-10-13 15:41:20","2025-10-13 15:44:20",3,Tablet,West,"Social Media",Electronics,0.00,Yes,Browse
SES00530,USR00530,"2025-10-06 19:04:29","2025-10-06 19:07:29",3,Mobile,East,Organic,Home,0.00,Yes,Browse
SES00531,USR00531,"2025-10-25 18:33:05","2025-10-25 18:33:05",0,Tablet,North,"Social Media",Electronics,0.00,Yes,Browse
SES00532,USR00532,"2025-10-17 02:14:59","2025-10-17 02:26:59",12,Desktop,South,Organic,Fashion,1202.52,No,Purchase
SES00533,USR00533,"2025-10-06 13:01:49","2025-10-06 13:03:49",2,Mobile,North,"Social Media",Beauty,0.00,Yes,Browse
SES00534,USR00534,"2025-10-04 03:37:02","2025-10-04 03:51:02",14,Mobile,North,Email,Home,1754.45,No,Purchase
SES00535,USR00535,"2025-10-28 04:05:46","2025-10-28 04:07:46",2,Mobile,East,"Social Media",Fashion,0.00,Yes,Browse
SES00536,USR00536,"2025-10-10 21:27:32","2025-10-10 21:27:32",0,Tablet,South,Email,Sports,0.00,Yes,Browse
SES00537,USR00537,"2025-10-05 18:17:52","2025-10-05 18:27:52",10,Tablet,South,"Google Ads",Fashion,1298.62,No,Purchase
SES00538,USR00538,"2025-10-28 09:22:58","2025-10-28 09:22:58",0,Mobile,West,Email,Fashion,0.00,Yes,Browse
SES00539,USR00539,"2025-10-11 13:08:35","2025-10-11 13:08:35",0,Desktop,West,Email,Beauty,0.00,Yes,Browse
SES00540,USR00540,"2025-10-22 08:44:53","2025-10-22 08:53:53",9,Desktop,North,Email,Sports,1597.72,No,Purchase
SES00541,USR00541,"2025-10-22 01:53:40","2025-10-22 01:53:40",0,Desktop,West,"Social Media",Beauty,0.00,Yes,Browse
SES00542,USR00542,"2025-10-20 19:51:01","2025-10-20 19:58:01",7,Tablet,South,Email,Fashion,0.00,Yes,Checkout
SES00543,USR00543,"2025-10-17 03:14:15","2025-10-17 03:16:15",2,Desktop,East,"Social Media",Beauty,0.00,Yes,Browse
SES00544,USR00544,"2025-10-16 23:29:04","2025-10-16 23:29:04",0,Desktop,South,Email,Beauty,0.00,Yes,Browse
SES00545,USR00545,"2025-10-16 16:23:08","2025-10-16 16:36:08",13,Mobile,East,Email,Electronics,1958.29,No,Purchase
SES00546,USR00546,"2025-10-23 09:40:42","2025-10-23 09:40:42",0,Mobile,East,"Google Ads",Fashion,0.00,Yes,Browse
SES00547,USR00547,"2025-10-11 12:58:17","2025-10-11 12:58:17",0,Desktop,West,"Social Media",Home,0.00,Yes,Browse
SES00548,USR00548,"2025-10-03 06:49:15","2025-10-03 07:00:15",11,Mobile,West,"Google Ads",Electronics,1292.95,No,Purchase
SES00549,USR00549,"2025-10-30 21:44:45","2025-10-30 21:48:45",4,Mobile,West,"Social Media",Sports,0.00,Yes,Browse
SES00550,USR00550,"2025-10-08 05:52:38","2025-10-08 05:56:38",4,Desktop,West,"Google Ads",Fashion,0.00,Yes,Browse
SES00551,USR00551,"2025-10-15 07:02:50","2025-10-15 07:02:50",0,Tablet,West,"Social Media",Beauty,0.00,Yes,Browse
SES00552,USR00552,"2025-10-16 06:42:58","2025-10-16 06:47:58",5,Tablet,West,Organic,Home,0.00,Yes,Checkout
SES00553,USR00553,"2025-10-11 21:43:48","2025-10-11 21:51:48",8,Tablet,North,"Social Media",Fashion,0.00,Yes,Checkout
SES00554,USR00554,"2025-10-30 12:44:27","2025-10-30 12:52:27",8,Mobile,North,"Social Media",Beauty,0.00,Yes,Checkout
SES00555,USR00555,"2025-10-09 23:47:43","2025-10-09 23:52:43",5,Desktop,West,Email,Electronics,0.00,Yes,Checkout
SES00556,USR00556,"2025-10-25 15:55:16","2025-10-25 15:58:16",3,Desktop,South,Organic,Fashion,0.00,Yes,Browse
SES00557,USR00557,"2025-10-21 04:44:59","2025-10-21 04:51:59",7,Desktop,South,"Google Ads",Electronics,0.00,Yes,Checkout
SES00558,USR00558,"2025-10-24 09:16:25","2025-10-24 09:16:25",0,Mobile,North,"Google Ads",Fashion,0.00,Yes,Browse
SES00559,USR00559,"2025-10-18 04:46:41","2025-10-18 04:49:41",3,Tablet,East,"Google Ads",Beauty,0.00,Yes,Browse
SES00560,USR00560,"2025-10-13 00:13:45","2025-10-13 00:18:45",5,Desktop,West,"Google Ads",Sports,0.00,Yes,Browse
SES00561,USR00561,"2025-10-22 08:27:08","2025-10-22 08:27:08",0,Mobile,North,"Social Media",Sports,0.00,Yes,Browse
SES00562,USR00562,"2025-10-29 13:18:34","2025-10-29 13:20:34",2,Mobile,East,"Social Media",Home,0.00,Yes,Browse
SES00563,USR00563,"2025-10-19 14:44:07","2025-10-19 14:49:07",5,Mobile,East,Email,Fashion,0.00,Yes,Browse
SES00564,USR00564,"2025-10-29 11:03:58","2025-10-29 11:03:58",0,Mobile,North,Organic,Fashion,0.00,Yes,Browse
SES00565,USR00565,"2025-10-22 20:57:40","2025-10-22 21:11:40",14,Desktop,East,Organic,Home,1125.21,No,Purchase
SES00566,USR00566,"2025-10-23 21:38:01","2025-10-23 21:40:01",2,Desktop,North,Organic,Fashion,0.00,Yes,Browse
SES00567,USR00567,"2025-10-18 18:05:12","2025-10-18 18:10:12",5,Tablet,South,Email,Beauty,0.00,Yes,Checkout
SES00568,USR00568,"2025-10-28 14:25:50","2025-10-28 14:27:50",2,Tablet,North,Email,Home,0.00,Yes,Browse
SES00569,USR00569,"2025-10-11 22:49:13","2025-10-11 22:54:13",5,Tablet,East,Email,Electronics,0.00,Yes,Browse
SES00570,USR00570,"2025-10-04 13:53:34","2025-10-04 13:55:34",2,Mobile,South,"Social Media",Fashion,0.00,Yes,Browse
SES00571,USR00571,"2025-10-05 15:52:32","2025-10-05 16:04:32",12,Mobile,South,"Social Media",Electronics,421.94,No,Purchase
SES00572,USR00572,"2025-10-06 18:23:03","2025-10-06 18:23:03",0,Tablet,West,Organic,Sports,0.00,Yes,Browse
SES00573,USR00573,"2025-10-14 06:15:14","2025-10-14 06:15:14",0,Tablet,East,Email,Fashion,0.00,Yes,Browse
SES00574,USR00574,"2025-10-23 01:52:37","2025-10-23 01:59:37",7,Mobile,East,Email,Fashion,0.00,Yes,Checkout
SES00575,USR00575,"2025-10-14 08:37:34","2025-10-14 08:49:34",12,Desktop,North,Organic,Sports,1724.64,No,Purchase
SES00576,USR00576,"2025-10-28 09:57:57","2025-10-28 10:01:57",4,Desktop,West,Organic,Home,0.00,Yes,Checkout
SES00577,USR00577,"2025-10-14 07:42:56","2025-10-14 07:42:56",0,Desktop,South,"Google Ads",Electronics,0.00,Yes,Browse
SES00578,USR00578,"2025-10-26 13:20:18","2025-10-26 13:32:18",12,Mobile,West,Organic,Sports,1823.09,No,Purchase
SES00579,USR00579,"2025-10-22 09:34:55","2025-10-22 09:41:55",7,Desktop,South,"Social Media",Electronics,0.00,Yes,Checkout
SES00580,USR00580,"2025-10-05 11:24:08","2025-10-05 11:31:08",7,Mobile,East,Organic,Home,0.00,Yes,Checkout
SES00581,USR00581,"2025-10-30 15:34:39","2025-10-30 15:41:39",7,Tablet,East,Organic,Sports,0.00,Yes,Checkout
SES00582,USR00582,"2025-10-20 19:43:01","2025-10-20 19:46:01",3,Desktop,West,"Google Ads",Home,0.00,Yes,Browse
SES00583,USR00583,"2025-10-14 03:11:32","2025-10-14 03:26:32",15,Tablet,South,"Social Media",Electronics,1980.42,No,Purchase
SES00584,USR00584,"2025-10-23 14:36:51","2025-10-23 14:40:51",4,Desktop,East,"Google Ads",Home,0.00,Yes,Browse
SES00585,USR00585,"2025-10-20 21:09:48","2025-10-20 21:13:48",4,Mobile,South,"Google Ads",Home,0.00,Yes,Browse
SES00586,USR00586,"2025-10-29 02:29:46","2025-10-29 02:34:46",5,Desktop,East,"Google Ads",Beauty,0.00,Yes,Browse
SES00587,USR00587,"2025-10-07 09:37:50","2025-10-07 09:45:50",8,Tablet,North,Organic,Electronics,0.00,Yes,Checkout
SES00588,USR00588,"2025-10-22 13:01:10","2025-10-22 13:06:10",5,Tablet,West,"Social Media",Electronics,0.00,Yes,Browse
SES00589,USR00589,"2025-10-10 02:22:02","2025-10-10 02:31:02",9,Tablet,West,"Social Media",Sports,0.00,Yes,Checkout
SES00590,USR00590,"2025-10-17 01:34:14","2025-10-17 01:38:14",4,Mobile,West,Email,Sports,0.00,Yes,Browse
SES00591,USR00591,"2025-10-20 18:57:15","2025-10-20 19:02:15",5,Tablet,North,"Social Media",Beauty,0.00,Yes,Browse
SES00592,USR00592,"2025-10-08 09:36:43","2025-10-08 09:36:43",0,Desktop,East,Organic,Sports,0.00,Yes,Browse
SES00593,USR00593,"2025-10-29 04:58:43","2025-10-29 04:58:43",0,Tablet,South,Organic,Beauty,0.00,Yes,Browse
SES00594,USR00594,"2025-10-17 19:46:33","2025-10-17 19:51:33",5,Tablet,North,Organic,Sports,0.00,Yes,Checkout
SES00595,USR00595,"2025-10-10 21:35:20","2025-10-10 21:38:20",3,Mobile,West,"Google Ads",Electronics,0.00,Yes,Browse
SES00596,USR00596,"2025-10-02 07:33:46","2025-10-02 07:33:46",0,Desktop,West,"Google Ads",Sports,0.00,Yes,Browse
SES00597,USR00597,"2025-10-31 09:12:45","2025-10-31 09:12:45",0,Desktop,South,"Google Ads",Sports,0.00,Yes,Browse
SES00598,USR00598,"2025-10-15 22:45:28","2025-10-15 22:48:28",3,Desktop,North,Email,Beauty,0.00,Yes,Browse
SES00599,USR00599,"2025-10-14 23:46:02","2025-10-14 23:56:02",10,Desktop,West,Organic,Electronics,1344.15,No,Purchase
SES00600,USR00600,"2025-10-15 01:00:17","2025-10-15 01:00:17",0,Tablet,North,"Social Media",Electronics,0.00,Yes,Browse
SES00601,USR00601,"2025-10-16 17:05:54","2025-10-16 17:11:54",6,Mobile,West,"Social Media",Electronics,0.00,Yes,Checkout
SES00602,USR00602,"2025-10-02 22:00:43","2025-10-02 22:05:43",5,Desktop,East,Email,Fashion,0.00,Yes,Checkout
SES00603,USR00603,"2025-10-29 22:55:18","2025-10-29 23:02:18",7,Mobile,North,"Google Ads",Home,1237.55,No,Purchase
SES00604,USR00604,"2025-10-06 22:24:45","2025-10-06 22:24:45",0,Desktop,West,Organic,Home,0.00,Yes,Browse
SES00605,USR00605,"2025-10-30 05:38:34","2025-10-30 05:45:34",7,Mobile,South,Organic,Electronics,0.00,Yes,Checkout
SES00606,USR00606,"2025-10-02 02:49:58","2025-10-02 02:53:58",4,Desktop,East,"Social Media",Home,0.00,Yes,Checkout
SES00607,USR00607,"2025-10-10 04:38:17","2025-10-10 04:38:17",0,Tablet,South,Email,Home,0.00,Yes,Browse
SES00608,USR00608,"2025-10-02 14:14:46","2025-10-02 14:23:46",9,Tablet,East,"Google Ads",Sports,0.00,Yes,Checkout
SES00609,USR00609,"2025-10-21 05:08:24","2025-10-21 05:08:24",0,Mobile,West,Organic,Electronics,0.00,Yes,Browse
SES00610,USR00610,"2025-10-17 03:05:21","2025-10-17 03:10:21",5,Desktop,South,Email,Fashion,0.00,Yes,Checkout
SES00611,USR00611,"2025-10-12 09:10:58","2025-10-12 09:10:58",0,Mobile,North,Organic,Electronics,0.00,Yes,Browse
SES00612,USR00612,"2025-10-26 00:44:51","2025-10-26 00:49:51",5,Desktop,West,"Google Ads",Beauty,0.00,Yes,Browse
SES00613,USR00613,"2025-10-26 01:26:44","2025-10-26 01:34:44",8,Desktop,West,Email,Beauty,1333.90,No,Purchase
SES00614,USR00614,"2025-10-02 11:27:47","2025-10-02 11:27:47",0,Mobile,West,"Google Ads",Sports,0.00,Yes,Browse
SES00615,USR00615,"2025-10-13 14:37:13","2025-10-13 14:43:13",6,Tablet,North,"Google Ads",Home,0.00,Yes,Checkout
SES00616,USR00616,"2025-10-16 01:13:21","2025-10-16 01:13:21",0,Mobile,North,Email,Electronics,0.00,Yes,Browse
SES00617,USR00617,"2025-10-05 03:19:14","2025-10-05 03:24:14",5,Desktop,East,Organic,Sports,0.00,Yes,Browse
